"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","JEWELL","089","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","MITCHELL","123","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","OSBORNE","141","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","OSBORNE","141","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","OTTAWA","143","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","OTTAWA","143","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","OTTAWA","143","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)","144","73.0"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","PHILLIPS","147","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","PHILLIPS","147","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)","38,188","6.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","PHILLIPS","147","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","PHILLIPS","147","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","REPUBLIC","157","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","21","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","ROOKS","163","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","45","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","SMITH","183","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","46","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","SMITH","183","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","SMITH","183","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (100 TO 199 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","SMITH","183","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","WASHINGTON","201","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","20","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","WASHINGTON","201","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)","82,530","6.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","WASHINGTON","201","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (100 TO 199 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","WASHINGTON","201","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)","1,572","78.4"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","WASHINGTON","201","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTH CENTRAL","40","WASHINGTON","201","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","ATCHISON","005","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","ATCHISON","005","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","ATCHISON","005","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","ATCHISON","005","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","ATCHISON","005","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)","210","64.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","BROWN","013","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","BROWN","013","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","BROWN","013","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","BROWN","013","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","BROWN","013","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","BROWN","013","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","DONIPHAN","043","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","72","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","JACKSON","085","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","165","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","JACKSON","085","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)","215","73.0"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","JACKSON","085","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)","300","64.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","JEFFERSON","087","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","142","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","JEFFERSON","087","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)","148","73.0"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","JEFFERSON","087","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)","254","64.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","LEAVENWORTH","103","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","94","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","LEAVENWORTH","103","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","LEAVENWORTH","103","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","MARSHALL","117","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","54","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","MARSHALL","117","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","MARSHALL","117","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (100 TO 199 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","MARSHALL","117","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","MARSHALL","117","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)","159","64.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","MARSHALL","117","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","NEMAHA","131","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","NEMAHA","131","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)","191,887","6.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","NEMAHA","131","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","NEMAHA","131","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)","4,559","38.2"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","POTTAWATOMIE","149","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","74","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","POTTAWATOMIE","149","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)","7,996","6.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","POTTAWATOMIE","149","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","POTTAWATOMIE","149","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","POTTAWATOMIE","149","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","RILEY","161","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","RILEY","161","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","RILEY","161","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","RILEY","161","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","RILEY","161","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHEAST","70","WYANDOTTE","209","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","CHEYENNE","023","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","CHEYENNE","023","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","CHEYENNE","023","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","DECATUR","039","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","DECATUR","039","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","GRAHAM","065","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","21","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","GRAHAM","065","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","NORTON","137","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","16","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","NORTON","137","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)","125,950","6.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","RAWLINS","153","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","SHERIDAN","179","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","SHERIDAN","179","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (100 TO 199 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","SHERMAN","181","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","NORTHWEST","10","THOMAS","193","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","COMANCHE","033","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","HARPER","077","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","HARVEY","079","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","80","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","HARVEY","079","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)","10,900","6.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","HARVEY","079","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","HARVEY","079","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)","194","73.0"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","HARVEY","079","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","KINGMAN","095","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","KINGMAN","095","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","KIOWA","097","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","PAWNEE","145","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","9","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","PRATT","151","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","PRATT","151","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","RENO","155","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","88","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","RENO","155","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","RENO","155","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (100 TO 199 HEAD)","717","72.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","RENO","155","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","RENO","155","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)","202","73.0"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","RENO","155","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","SEDGWICK","173","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","SEDGWICK","173","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","SEDGWICK","173","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","STAFFORD","185","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)","27","43.7"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","STAFFORD","185","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1,000 OR MORE HEAD)","8,870","6.8"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","SUMNER","191","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTH CENTRAL","60","SUMNER","191","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (500 TO 999 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTHEAST","90","ALLEN","001","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTHEAST","90","ALLEN","001","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (25 TO 49 HEAD)","180","73.0"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTHEAST","90","ALLEN","001","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (50 TO 99 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTHEAST","90","BOURBON","011","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (1 TO 24 HEAD)"," (D)","(D)"
"CENSUS","2012","END OF DEC","","COUNTY","KANSAS","20","SOUTHEAST","90","BOURBON","011","","","00000000","","HOGS","HOGS - INVENTORY","INVENTORY OF HOGS","INVENTORY OF HOGS: (200 TO 499 HEAD)"," (D)","(D)"
